root@comp3134-winter2023:~# tcpdump -n -i eth0
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
20:32:01.585742 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 144255700:144255808, ack 3544078045, win 501, length 108
20:32:01.808444 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 294184:294340, ack 145, win 501, length 156
20:32:01.808515 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 290440, win 512, length 0
20:32:01.808532 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 294340:294496, ack 145, win 501, length 156
20:32:01.808616 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 294496:294756, ack 145, win 501, length 260
20:32:01.808691 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 294756:294912, ack 145, win 501, length 156
20:32:01.808760 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 294912:295068, ack 145, win 501, length 156
20:32:01.808819 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 295068:295224, ack 145, win 501, length 156
20:32:01.808877 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 295224:295380, ack 145, win 501, length 156
20:32:01.808932 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 295380:295536, ack 145, win 501, length 156
20:32:01.808993 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 295536:295692, ack 145, win 501, length 156
20:32:01.809051 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 295692:295848, ack 145, win 501, length 156
20:32:01.809127 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 295848:296004, ack 145, win 501, length 156
20:32:01.809187 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 296004:296160, ack 145, win 501, length 156
20:32:01.809266 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 296160:296316, ack 145, win 501, length 156
20:32:01.809329 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 296316:296472, ack 145, win 501, length 156
20:32:01.809393 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 296472:296628, ack 145, win 501, length 156
20:32:01.809763 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 296628:296784, ack 145, win 501, length 156
20:32:01.809912 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 296784:296940, ack 145, win 501, length 156
20:32:01.809994 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 296940:297096, ack 145, win 501, length 156
20:32:01.810010 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 291896, win 512, length 0
20:32:01.810384 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 293872, win 512, length 0
20:32:01.810541 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 297096:297460, ack 145, win 501, length 364
20:32:01.810627 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 297460:297616, ack 145, win 501, length 156
20:32:01.810693 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 297616:297772, ack 145, win 501, length 156
20:32:01.810748 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 297772:297928, ack 145, win 501, length 156
20:32:01.810808 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 297928:298084, ack 145, win 501, length 156
20:32:01.810882 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 298084:298240, ack 145, win 501, length 156
20:32:01.810938 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 298240:298396, ack 145, win 501, length 156
20:32:01.810991 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 298396:298552, ack 145, win 501, length 156
20:32:01.811100 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 298552:298708, ack 145, win 501, length 156
20:32:01.811238 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 298708:298864, ack 145, win 501, length 156
20:32:01.811428 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 298864:299020, ack 145, win 501, length 156
20:32:01.811498 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 299020:299176, ack 145, win 501, length 156
20:32:01.811555 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 299176:299332, ack 145, win 501, length 156
20:32:01.811598 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 295380, win 512, length 0
20:32:01.811656 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 299332:299592, ack 145, win 501, length 260
20:32:01.811710 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 299592:299748, ack 145, win 501, length 156
20:32:01.811786 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 299748:299904, ack 145, win 501, length 156
20:32:01.811846 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 299904:300060, ack 145, win 501, length 156
20:32:01.811901 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 300060:300216, ack 145, win 501, length 156
20:32:01.811954 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 300216:300372, ack 145, win 501, length 156
20:32:01.812005 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 300372:300528, ack 145, win 501, length 156
20:32:01.812067 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 300528:300684, ack 145, win 501, length 156
20:32:01.812124 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 300684:300840, ack 145, win 501, length 156
20:32:01.812182 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 300840:300996, ack 145, win 501, length 156
20:32:01.812234 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 300996:301152, ack 145, win 501, length 156
20:32:01.812289 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 301152:301308, ack 145, win 501, length 156
20:32:01.812344 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 301308:301464, ack 145, win 501, length 156
20:32:01.812478 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 301464:301620, ack 145, win 501, length 156
20:32:01.812546 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 301620:301776, ack 145, win 501, length 156
20:32:01.812713 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 301776:301932, ack 145, win 501, length 156
20:32:01.813010 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 301932:302088, ack 145, win 501, length 156
20:32:01.813397 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 297096, win 512, length 0
20:32:01.813437 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 302088:302244, ack 145, win 501, length 156
20:32:01.813517 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [P.], seq 145:181, ack 297096, win 512, length 36
20:32:01.813517 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 298708, win 512, length 0
20:32:01.813517 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 299332, win 510, length 0
20:32:01.813657 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 302244:302824, ack 181, win 501, length 580
20:32:01.813919 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 302824:302980, ack 181, win 501, length 156
20:32:01.814891 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 302980:303136, ack 181, win 501, length 156
20:32:01.815026 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 303136:303292, ack 181, win 501, length 156
20:32:01.815094 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 303292:303448, ack 181, win 501, length 156
20:32:01.815153 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 303448:303604, ack 181, win 501, length 156
20:32:01.815194 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 301152, win 512, length 0
20:32:01.815239 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 302088, win 509, length 0
20:32:01.815310 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 303604:303968, ack 181, win 501, length 364
20:32:01.815398 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 303968:304124, ack 181, win 501, length 156
20:32:01.815655 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 304124:304280, ack 181, win 501, length 156
20:32:01.815873 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 304280:304436, ack 181, win 501, length 156
20:32:01.816001 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 304436:304592, ack 181, win 501, length 156
20:32:01.816293 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 304592:304748, ack 181, win 501, length 156
20:32:01.816374 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 304748:304904, ack 181, win 501, length 156
20:32:01.816618 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 304904:305060, ack 181, win 501, length 156
20:32:01.816719 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 305060:305216, ack 181, win 501, length 156
20:32:01.816763 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 302980, win 512, length 0
20:32:01.816827 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 305216:305476, ack 181, win 501, length 260
20:32:01.816876 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 305476:305632, ack 181, win 501, length 156
20:32:01.816923 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 305632:305788, ack 181, win 501, length 156
20:32:01.817049 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 303604, win 510, length 0
20:32:01.817073 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 305788:305944, ack 181, win 501, length 156
20:32:01.817134 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 305944:306204, ack 181, win 501, length 260
20:32:01.817180 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 306204:306360, ack 181, win 501, length 156
20:32:01.817227 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 306360:306516, ack 181, win 501, length 156
20:32:01.817294 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 306516:306672, ack 181, win 501, length 156
20:32:01.817340 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 306672:306828, ack 181, win 501, length 156
20:32:01.817387 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 306828:306984, ack 181, win 501, length 156
20:32:01.817431 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 306984:307140, ack 181, win 501, length 156
20:32:01.817480 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 307140:307296, ack 181, win 501, length 156
20:32:01.817870 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 307296:307452, ack 181, win 501, length 156
20:32:01.817937 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 307452:307608, ack 181, win 501, length 156
20:32:01.817988 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 307608:307764, ack 181, win 501, length 156
20:32:01.821408 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 304124, win 508, length 0
20:32:01.821409 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 305060, win 512, length 0
20:32:01.821409 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 306516, win 512, length 0
20:32:01.821409 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 307140, win 510, length 0
20:32:01.821484 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 307764:307920, ack 181, win 501, length 156
20:32:01.821737 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 307920:308484, ack 181, win 501, length 564
20:32:01.822432 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 307608, win 508, length 0
20:32:01.822475 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 308484:308640, ack 181, win 501, length 156
20:32:01.822634 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 308640:308900, ack 181, win 501, length 260
20:32:01.822964 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 308900:309056, ack 181, win 501, length 156
20:32:01.823102 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 309056:309212, ack 181, win 501, length 156
20:32:01.823361 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 309212:309368, ack 181, win 501, length 156
20:32:01.823526 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 309368:309524, ack 181, win 501, length 156
20:32:01.823636 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 309524:309680, ack 181, win 501, length 156
20:32:01.823741 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 309680:309836, ack 181, win 501, length 156
20:32:01.823838 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 309836:309992, ack 181, win 501, length 156
20:32:01.823925 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 309992:310148, ack 181, win 501, length 156
20:32:01.824020 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 310148:310304, ack 181, win 501, length 156
20:32:01.824107 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 310304:310460, ack 181, win 501, length 156
20:32:01.824164 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 310460:310616, ack 181, win 501, length 156
20:32:01.824215 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 310616:310772, ack 181, win 501, length 156
20:32:01.824550 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 310772:310928, ack 181, win 501, length 156
20:32:01.824845 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 308640, win 512, length 0
20:32:01.824945 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 310928:311084, ack 181, win 501, length 156
20:32:01.825064 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 311084:311224, ack 181, win 501, length 140
20:32:01.825113 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 311224:311380, ack 181, win 501, length 156
20:32:01.825212 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 311380:311536, ack 181, win 501, length 156
20:32:01.825268 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 311536:311848, ack 181, win 501, length 312
20:32:01.825336 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 311848:312004, ack 181, win 501, length 156
20:32:01.825434 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 312004:312160, ack 181, win 501, length 156
20:32:01.825530 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 312160:312316, ack 181, win 501, length 156
20:32:01.825915 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 312316:312472, ack 181, win 501, length 156
20:32:01.825984 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 312472:312628, ack 181, win 501, length 156
20:32:01.826250 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 312628:312784, ack 181, win 501, length 156
20:32:01.826295 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 309680, win 508, length 0
20:32:01.826380 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 312784:313044, ack 181, win 501, length 260
20:32:01.826502 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 313044:313200, ack 181, win 501, length 156
20:32:01.826559 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 313200:313356, ack 181, win 501, length 156
20:32:01.826614 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 313356:313512, ack 181, win 501, length 156
20:32:01.826664 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 313512:313668, ack 181, win 501, length 156
20:32:01.826715 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 313668:313824, ack 181, win 501, length 156
20:32:01.826766 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 313824:313980, ack 181, win 501, length 156
20:32:01.826817 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 313980:314136, ack 181, win 501, length 156
20:32:01.827053 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 314136:314292, ack 181, win 501, length 156
20:32:01.827115 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 314292:314448, ack 181, win 501, length 156
20:32:01.827171 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 314448:314604, ack 181, win 501, length 156
20:32:01.827224 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 314604:314760, ack 181, win 501, length 156
20:32:01.827282 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 314760:314916, ack 181, win 501, length 156
20:32:01.827339 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 314916:315072, ack 181, win 501, length 156
20:32:01.827397 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 315072:315228, ack 181, win 501, length 156
20:32:01.827458 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 315228:315384, ack 181, win 501, length 156
20:32:01.827513 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 315384:315540, ack 181, win 501, length 156
20:32:01.827572 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 315540:315696, ack 181, win 501, length 156
20:32:01.827629 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 315696:315852, ack 181, win 501, length 156
20:32:01.827685 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 315852:316008, ack 181, win 501, length 156
20:32:01.827738 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 316008:316164, ack 181, win 501, length 156
20:32:01.827793 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 316164:316320, ack 181, win 501, length 156
20:32:01.827847 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 316320:316476, ack 181, win 501, length 156
20:32:01.827902 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 316476:316632, ack 181, win 501, length 156
20:32:01.827953 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 316632:316788, ack 181, win 501, length 156
20:32:01.827997 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 316788:316944, ack 181, win 501, length 156
20:32:01.828607 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 310304, win 512, length 0
20:32:01.828607 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 311084, win 509, length 0
20:32:01.828607 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 312316, win 512, length 0
20:32:01.828607 IP 198.96.84.224.50620 > 165.22.224.167.22: Flags [.], ack 312628, win 511, length 0
20:32:01.828655 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 316944:317100, ack 181, win 501, length 156
20:32:01.828900 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 317100:317664, ack 181, win 501, length 564
20:32:01.828988 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 317664:317820, ack 181, win 501, length 156
20:32:01.829048 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 317820:317976, ack 181, win 501, length 156
20:32:01.829103 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 317976:318132, ack 181, win 501, length 156
20:32:01.829145 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 318132:318288, ack 181, win 501, length 156
20:32:01.829183 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 318288:318444, ack 181, win 501, length 156
20:32:01.829222 IP 165.22.224.167.22 > 198.96.84.224.50620: Flags [P.], seq 318444:318600, ack 181, win 501, length 156
