root@comp3134-winter2023:~# tcpdump -i eth0 tcp
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
20:32:36.070942 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 148262244:148262352, ack 3544080981, win 501, length 108
20:32:36.235873 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 316820, win 512, length 0
20:32:36.235873 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 318244, win 512, length 0
20:32:36.235873 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 320160, win 512, length 0
20:32:36.235873 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 321800, win 512, length 0
20:32:36.235931 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 321800:321964, ack 181, win 501, length 164
20:32:36.236156 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 321964:322672, ack 181, win 501, length 708
20:32:36.236217 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 322672:322836, ack 181, win 501, length 164
20:32:36.236257 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 322836:323000, ack 181, win 501, length 164
20:32:36.236294 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 323000:323164, ack 181, win 501, length 164
20:32:36.236332 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 323164:323328, ack 181, win 501, length 164
20:32:36.236369 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 323328:323492, ack 181, win 501, length 164
20:32:36.236408 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 323492:323656, ack 181, win 501, length 164
20:32:36.236446 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 323656:323820, ack 181, win 501, length 164
20:32:36.236483 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 323820:323984, ack 181, win 501, length 164
20:32:36.236520 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 323984:324148, ack 181, win 501, length 164
20:32:36.236556 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 324148:324312, ack 181, win 501, length 164
20:32:36.236592 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 324312:324476, ack 181, win 501, length 164
20:32:36.236629 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 324476:324640, ack 181, win 501, length 164
20:32:36.236666 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 324640:324804, ack 181, win 501, length 164
20:32:36.236721 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 324804:324968, ack 181, win 501, length 164
20:32:36.236798 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 324968:325132, ack 181, win 501, length 164
20:32:36.237644 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 325132:325296, ack 181, win 501, length 164
20:32:36.237731 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 325296:325460, ack 181, win 501, length 164
20:32:36.237793 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 325460:325624, ack 181, win 501, length 164
20:32:36.238023 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 325624:325788, ack 181, win 501, length 164
20:32:36.238082 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 325788:325952, ack 181, win 501, length 164
20:32:36.238136 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 325952:326116, ack 181, win 501, length 164
20:32:36.238189 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 326116:326280, ack 181, win 501, length 164
20:32:36.238244 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 326280:326444, ack 181, win 501, length 164
20:32:36.238298 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 326444:326608, ack 181, win 501, length 164
20:32:36.238349 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 326608:326772, ack 181, win 501, length 164
20:32:36.238532 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 326772:326936, ack 181, win 501, length 164
20:32:36.238598 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 323984, win 512, length 0
20:32:36.238630 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 324968, win 509, length 0
20:32:36.238691 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 326936:327316, ack 181, win 501, length 380
20:32:36.238746 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 327316:327480, ack 181, win 501, length 164
20:32:36.238799 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 327480:327644, ack 181, win 501, length 164
20:32:36.238872 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 327644:327808, ack 181, win 501, length 164
20:32:36.239075 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 327808:327972, ack 181, win 501, length 164
20:32:36.239219 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 327972:328136, ack 181, win 501, length 164
20:32:36.239284 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 328136:328300, ack 181, win 501, length 164
20:32:36.239332 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 328300:328464, ack 181, win 501, length 164
20:32:36.239381 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 328464:328628, ack 181, win 501, length 164
20:32:36.239421 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 328628:328792, ack 181, win 501, length 164
20:32:36.239485 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 328792:328956, ack 181, win 501, length 164
20:32:36.239536 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 328956:329120, ack 181, win 501, length 164
20:32:36.239584 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 329120:329284, ack 181, win 501, length 164
20:32:36.239634 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 329284:329448, ack 181, win 501, length 164
20:32:36.239688 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 329448:329612, ack 181, win 501, length 164
20:32:36.239863 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 329612:329776, ack 181, win 501, length 164
20:32:36.239929 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 329776:329940, ack 181, win 501, length 164
20:32:36.239983 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 329940:330104, ack 181, win 501, length 164
20:32:36.240117 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 330104:330268, ack 181, win 501, length 164
20:32:36.240163 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 326116, win 512, length 0
20:32:36.240206 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 326936, win 509, length 0
20:32:36.240272 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 330268:330648, ack 181, win 501, length 380
20:32:36.240335 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 330648:330812, ack 181, win 501, length 164
20:32:36.240378 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 330812:330976, ack 181, win 501, length 164
20:32:36.240422 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 330976:331140, ack 181, win 501, length 164
20:32:36.240462 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 331140:331304, ack 181, win 501, length 164
20:32:36.240518 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 331304:331468, ack 181, win 501, length 164
20:32:36.240559 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 331468:331632, ack 181, win 501, length 164
20:32:36.240597 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 331632:331796, ack 181, win 501, length 164
20:32:36.240635 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 331796:331960, ack 181, win 501, length 164
20:32:36.240673 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 331960:332124, ack 181, win 501, length 164
20:32:36.240712 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 332124:332288, ack 181, win 501, length 164
20:32:36.240751 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 332288:332452, ack 181, win 501, length 164
20:32:36.240790 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 332452:332616, ack 181, win 501, length 164
20:32:36.240829 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 332616:332780, ack 181, win 501, length 164
20:32:36.240869 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 332780:332944, ack 181, win 501, length 164
20:32:36.240907 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 332944:333108, ack 181, win 501, length 164
20:32:36.240945 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 333108:333272, ack 181, win 501, length 164
20:32:36.240983 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 333272:333436, ack 181, win 501, length 164
20:32:36.241021 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 333436:333600, ack 181, win 501, length 164
20:32:36.241059 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 333600:333764, ack 181, win 501, length 164
20:32:36.241120 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 333764:333928, ack 181, win 501, length 164
20:32:36.241198 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 333928:334092, ack 181, win 501, length 164
20:32:36.241273 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 334092:334256, ack 181, win 501, length 164
20:32:36.241326 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 334256:334420, ack 181, win 501, length 164
20:32:36.241366 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 334420:334584, ack 181, win 501, length 164
20:32:36.241405 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 334584:334748, ack 181, win 501, length 164
20:32:36.241449 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 334748:334912, ack 181, win 501, length 164
20:32:36.241488 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 334912:335076, ack 181, win 501, length 164
20:32:36.241535 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 335076:335240, ack 181, win 501, length 164
20:32:36.241588 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 335240:335404, ack 181, win 501, length 164
20:32:36.241639 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 335404:335568, ack 181, win 501, length 164
20:32:36.241679 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 335568:335732, ack 181, win 501, length 164
20:32:36.241725 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 335732:335896, ack 181, win 501, length 164
20:32:36.241773 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 335896:336060, ack 181, win 501, length 164
20:32:36.241847 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 336060:336224, ack 181, win 501, length 164
20:32:36.242125 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 327972, win 512, length 0
20:32:36.242125 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 329940, win 512, length 0
20:32:36.242153 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 336224:336388, ack 181, win 501, length 164
20:32:36.242252 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 336388:336768, ack 181, win 501, length 380
20:32:36.242360 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 336768:336932, ack 181, win 501, length 164
20:32:36.242657 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 336932:337096, ack 181, win 501, length 164
20:32:36.242742 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 337096:337260, ack 181, win 501, length 164
20:32:36.242792 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 337260:337424, ack 181, win 501, length 164
20:32:36.242859 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 337424:337588, ack 181, win 501, length 164
20:32:36.242909 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 337588:337752, ack 181, win 501, length 164
20:32:36.242959 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 337752:337916, ack 181, win 501, length 164
20:32:36.243009 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 337916:338080, ack 181, win 501, length 164
20:32:36.243043 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 331632, win 512, length 0
20:32:36.243083 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 338080:338356, ack 181, win 501, length 276
20:32:36.243121 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 338356:338520, ack 181, win 501, length 164
20:32:36.243158 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 338520:338684, ack 181, win 501, length 164
20:32:36.243194 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 338684:338848, ack 181, win 501, length 164
20:32:36.243230 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 338848:339012, ack 181, win 501, length 164
20:32:36.243267 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 339012:339176, ack 181, win 501, length 164
20:32:36.243303 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 339176:339340, ack 181, win 501, length 164
20:32:36.243340 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 339340:339504, ack 181, win 501, length 164
20:32:36.243376 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 339504:339668, ack 181, win 501, length 164
20:32:36.243412 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 339668:339832, ack 181, win 501, length 164
20:32:36.243449 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 339832:339996, ack 181, win 501, length 164
20:32:36.243485 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 339996:340160, ack 181, win 501, length 164
20:32:36.243553 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 340160:340324, ack 181, win 501, length 164
20:32:36.243607 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 340324:340488, ack 181, win 501, length 164
20:32:36.243647 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 340488:340652, ack 181, win 501, length 164
20:32:36.243684 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 340652:340816, ack 181, win 501, length 164
20:32:36.243719 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 340816:340980, ack 181, win 501, length 164
20:32:36.244310 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 333600, win 512, length 0
20:32:36.244349 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 340980:341144, ack 181, win 501, length 164
20:32:36.244386 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 336224, win 512, length 0
20:32:36.244515 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 341144:341524, ack 181, win 501, length 380
20:32:36.244582 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 341524:341688, ack 181, win 501, length 164
20:32:36.244633 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 341688:341852, ack 181, win 501, length 164
20:32:36.244683 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 341852:342016, ack 181, win 501, length 164
20:32:36.244742 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 342016:342180, ack 181, win 501, length 164
20:32:36.244824 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 342180:342344, ack 181, win 501, length 164
20:32:36.244891 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 342344:342508, ack 181, win 501, length 164
20:32:36.244943 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 342508:342672, ack 181, win 501, length 164
20:32:36.244994 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 342672:342836, ack 181, win 501, length 164
20:32:36.245046 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 342836:343000, ack 181, win 501, length 164
20:32:36.245097 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 343000:343164, ack 181, win 501, length 164
20:32:36.245148 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 343164:343328, ack 181, win 501, length 164
20:32:36.245198 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 343328:343492, ack 181, win 501, length 164
20:32:36.245251 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 343492:343656, ack 181, win 501, length 164
20:32:36.245310 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 343656:343820, ack 181, win 501, length 164
20:32:36.245366 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 343820:343984, ack 181, win 501, length 164
20:32:36.245422 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 343984:344148, ack 181, win 501, length 164
20:32:36.245474 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 344148:344312, ack 181, win 501, length 164
20:32:36.245527 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 344312:344476, ack 181, win 501, length 164
20:32:36.245580 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 344476:344640, ack 181, win 501, length 164
20:32:36.245621 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 344640:344804, ack 181, win 501, length 164
20:32:36.245661 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 344804:344968, ack 181, win 501, length 164
20:32:36.245699 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 344968:345132, ack 181, win 501, length 164
20:32:36.245819 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 337588, win 512, length 0
20:32:36.245886 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 345132:345408, ack 181, win 501, length 276
20:32:36.245949 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 345408:345572, ack 181, win 501, length 164
20:32:36.245996 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 345572:345736, ack 181, win 501, length 164
20:32:36.246073 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 345736:345900, ack 181, win 501, length 164
